id,artist_name,artist_bio
1622,Sergio Femar,"Sergio Femar is a Spanish artist who uses construction waste materials, adding sustainability to the list of topics he explores."
1623,Ai Haibara,Ai Haibara is a Japanese contemporary sculptor known for her distinctive style that fuses traditional wood sculpting and acrylic paint.
1624,Sweetieboosh,Sweetieboosh is an American artist known for her animal sculptures and figures. She chose animals because of their great symbolic importance.
1625,Ficre Ghebreyesus,"Ficre Ghebreyesus was an Eritrean-American artist who operated fluidly between abstraction and figuration, creating oil and acrylic paintings."
1626,Charlotte Zinsser,"Charlotte Zinsser is an American artist driven by her location within systems, ephemerality, sublimity, and the things she can see but does not know."
1627,Anna Barham,"Anna Barham is a British multidisciplinary artist working across video, sound, print, installation, and performance. She lives and works in London."
1628,Adam Riches,Adam Riches is a British painter and draughtsman widely known for his characteristically stylized portraits and figurative works.
1629,Pez,"Born in Nantes, Pez is a French illustrator, painter and graphic designer, best known for his surrealistic, finely detailed works."
1630,Bernard Zawisa,"Bernard Zawisa was an American artist widely known for his geometric abstract paintings, abstract figuratives, and texture paintings."
1631,Jim Perry,"Jim Perry is an American artist whose sculptures are known for their graceful curves, torqued tensions and sensuous materiality."
1632,Sarah J. Edwards,"Sarah J. Edwards is a British photographer. She often works together with her twin sister, Sally J. Edwards, who is an Art Director."
1633,Nevena Bentz,More details will be coming shortly.
1634,Dorothy Hood,More details will be coming shortly.
1635,Bob Camp,More details will be coming shortly.
1636,Miss Brightside,More details will be coming shortly.
1637,Jenna Morello,More details will be coming shortly.
1638,Milton Glaser,Milton Glaser was a famous American graphic designer. He was the first graphic designer to receive the National Medal of the Arts award.
1639,Marc Dennis,"Marc Dennis is best known for his hyper-realistic paintings of staged and slightly voyeuristic images of contemporary American culture.
"
1641,Janice Biala,"Synthesizing different 20th-century styles, Janice Biala painted intimate interiors, portraits of famous friends, and the places she traveled."
1642,Fairfield Porter,"Fairfield Porter was an American artist. He was known for his representational style with subjects such as landscapes, domestic interiors, and portraits.
"
1643,Ni Youyu,"In his practice, the Chinese Ni Youyu explores themes related to nature, time and traditional art through photographs, paintings and installations."
1644,Dong Dawei,"Dong Dawei has developed a highly personal visual language from a distinct methodology, which was coincidentally born out of an accidental ink stain."
1645,Martin Soto Climent,The Mexican artist Martín Soto Climent transforms everyday items into works of art through minimal gestures of recontextualization and balance.
1646,Jacques Jean Efiaimbelo,"Jacques Jean Efiaimbelo sought to both honor and extend the ritual of the aloalos, grave makers that represent particular memories of the deceased."
1647,Yunhee Min,Yunhee Min is best known for paintings which seek to expand various spatial possibilities of abstraction.
1648,Warren Isensee,"Warren Isensee is known for geometric abstraction characterized by a precision, free-hand technique that leaves little to no trace of human interference."
1649,Jorg Sasse,"Jörg Sasse uses found images that are scanned, pixelated and manipulated, embracing the manipulative power of digital technology."
1650,Yann Gerstberger,"Yann Gerstberger creates textile tapestries that depict narratives inspired by patterns found in Mexican popular culture, art history and nature."
1651,Allan Mardon,"Allan Mardon is a Canadian contemporary artist whose paintings are mostly of sports events. He was born in Welland, Ontario."
1652,Nellie King Solomon,"Nellie King Solomon is an American contemporary artist, widely known and recognized for her large-scale color field abstract paintings.
"
1653,Momies,"Momies is a French graffiti artist and painter. He is known for a unique and immediately recognizable letter work, with vibrant, dynamic colors.
"
1654,Laura Carralero Morales,"Laura Carralero systematically deals with the reminiscence of spaces, basing her work on the precise observation of her environment."
1655,Hartmut Bohm,"A renowned German artists, Hartmut Bohm is known for the art concept called ""Progressionen gegen Unendlich"" (progression towards infinity)."
1656,Aluisio Carvao,"Painter, sculptor, illustrator, actor, set designer and teacher, Aluísio Carvão was one of the signatories of Ferreira Gullar's Manifest of Neoconcrete Art."
1657,Regina Vater,"A Brazilian-born American visual artist, Regina Vater is best known for her installation artwork inspired by Brazilian and African-Brazilian mythologies."
1658,Ed Flood,Ed Flood was a member of the influential group of Chicago artists known as the Imagists who became prominent in the art scene in the late 1960s.
1659,Thiago Barbalho,"A Brazilian contemporary artist, Thiago Barbalho is best known for his colorful drawings."
1660,Julius Heinemann,"A German contemporary artist, Julius Heinemann is known for installations, objects, tableaux and drawings which explore the perception of being, space and time."
1661,Wesley Duke Lee,Wesley Duke Lee was a Brazilian painter known as one of the founders of the Realismo Magico (Magical Realism) movement in São Paulo.
1662,Clemente Padin,Clemente Padin is known for one of the most radical pieces of mail art created during the Uruguayan authoritarian regime of the 1970s.
1669,Phillip King,"A British sculptor, Phillip King is one of Anthony Caro's best known students. They both worked as assistants to Henry Moore."
1670,Norman Mooney,"Norman Mooney explores the elemental and cyclical synergies of nature, focusing on the materiality, pattern, scale and experience."
1671,Pearl Bates,"Pearl Bates is a British artist known for her paintings and illustrations. She studied at London's Central Saint Martin's College of Art and Design.
"
1672,Ernst Fuchs,"Ernst Fuchs was a versatile Austrian artist who worked as a painter, draftsman, printmaker, sculptor, architect, stage designer, composer, and poet.
"
1678,Michael Alan,"Michael Alan is an American versatile artist whose work varies from drawings, paintings, sculptures, prints, collage, murals, and installations."
1679,Yoshikuni Iida,"Yoshikuni Iida was a Japanese painter and sculptor. He studied art history at the Keio University and oil painting at the Tokyo University of the Arts.
"
1680,Leonid Afremov,"Leonid Afremov was a Russian-Israeli modern impressionistic artist who developed his unique technique, working mainly with a palette knife and colors."
1681,Rita Barros,"Rita Barros is a Portuguese photographer who’s been living in New York since 1980. She has a B.A., majoring in Photography from SUNY.
"
1682,Ottavio Missoni,"Ottavio Missoni was an Italian artist and fashion designer, best known as a founder of fashion label Missoni. He was also an athlete."
1683,Susan Elias,"Susan Elias is an American contemporary painter. She studied at the Philadelphia College of Art, graduating with honors and a BFA."
1684,Tom Coffin,"Tom Coffin is an American contemporary artist best known for his bronze sculptures. He studied at the Kansas City Art Institute.
"
1685,David H. Becker,"David H. Becker is an American contemporary artist best known for his printmaking skills. His work defined the ""Golden 70's"" of printmaking."
1686,Vladimir Filonov,"Vladimir Filonov is a Russian photographer. Having worked as an electrical engineer for years, he finally turned his photographic hobby into a profession.
"
1687,Duncan Hannah,"Duncan Hannah is an American artist widely known for his figurative works. He attended Bard College and Parsons School of Design.
"
